step,total_steps,loss,reward_avg,tokens_per_sec,avg_response_len,adv_avg,adv_std,entropy_avg,eval_acc
337,500,0.000000,1.000000,49.067456,283.750000,0.000000,0.000000,0.219261,
338,500,0.000000,0.000000,45.970151,1024.000000,0.000000,0.000000,10.100623,
339,500,-4094.138672,0.375000,47.027965,805.125000,0.000000,0.999807,5.795809,
340,500,0.000000,0.000000,46.634270,1024.000000,0.000000,0.000000,10.494513,
341,500,0.000000,1.000000,48.646832,375.750000,0.000000,0.000000,0.220667,
342,500,0.000000,0.000000,46.568134,1024.000000,0.000000,0.000000,10.832651,
343,500,0.000000,1.000000,49.031532,209.000000,0.000000,0.000000,0.200736,
344,500,-3608.491455,0.875000,48.168298,417.875000,0.000000,0.999717,1.655334,
345,500,-2944.918945,0.125000,46.660885,950.250000,0.000000,0.999717,8.369787,
346,500,0.000000,0.000000,46.104378,1024.000000,0.000000,0.000000,10.165323,
347,500,0.000000,1.000000,48.432290,409.875000,0.000000,0.000000,0.191657,
348,500,-3227.948730,0.875000,47.962637,289.375000,0.000000,0.999717,1.593658,
349,500,0.000000,0.000000,46.709126,960.625000,0.000000,0.000000,7.440157,
350,500,0.000000,0.000000,46.520389,1024.000000,0.000000,0.000000,11.179778,38.0
351,500,0.000000,0.000000,46.809953,1024.000000,0.000000,0.000000,11.259712,
352,500,-3427.543945,0.250000,46.926050,782.625000,0.000000,0.999784,6.426057,
353,500,0.000000,0.000000,46.421369,1024.000000,0.000000,0.000000,10.971680,
354,500,-3145.578125,0.125000,46.415125,928.625000,0.000000,0.999717,8.986364,
355,500,0.000000,0.000000,46.888756,697.250000,0.000000,0.000000,5.481461,
356,500,0.000000,0.000000,41.618190,1024.000000,0.000000,0.000000,11.074209,
357,500,0.000000,0.000000,46.287495,1024.000000,0.000000,0.000000,10.942822,
358,500,0.000000,1.000000,49.003377,271.250000,0.000000,0.000000,0.076207,
359,500,-3810.627441,0.750000,47.710492,460.250000,0.000000,0.999784,2.542501,
360,500,0.000000,0.000000,44.026396,942.500000,0.000000,0.000000,9.824114,
361,500,-4504.770020,0.625000,47.359774,564.375000,0.000000,0.999807,3.978969,
362,500,0.000000,1.000000,48.676983,308.000000,0.000000,0.000000,0.201620,
363,500,0.000000,1.000000,48.446235,209.875000,0.000000,0.000000,0.113686,
364,500,-4751.722656,0.375000,47.108493,716.875000,0.000000,0.999807,6.636332,
365,500,-4872.835938,0.500000,47.120752,680.500000,0.000000,0.999813,5.281133,
366,500,0.000000,0.000000,46.389128,1024.000000,0.000000,0.000000,10.980568,
367,500,-2646.644287,0.500000,47.746846,483.375000,0.000000,0.999813,2.997890,
368,500,0.000000,0.000000,46.452478,867.250000,0.000000,0.000000,6.600389,
369,500,-4705.813965,0.375000,46.911245,767.625000,0.000000,0.999807,6.557433,
370,500,0.000000,0.000000,46.476923,1024.000000,0.000000,0.000000,10.500679,
371,500,-3843.817383,0.625000,47.253628,630.750000,0.000000,0.999807,3.295214,
372,500,-3492.301758,0.875000,47.578872,264.250000,0.000000,0.999717,1.707458,
373,500,0.000000,1.000000,49.073710,253.000000,0.000000,0.000000,0.201211,
374,500,-4653.691406,0.625000,47.295406,592.375000,0.000000,0.999807,3.995762,
375,500,0.000000,1.000000,48.650560,187.750000,0.000000,0.000000,0.173624,
376,500,0.000000,0.000000,46.983905,771.875000,0.000000,0.000000,5.737320,
377,500,-5335.555664,0.625000,47.081931,492.875000,0.000000,0.999807,4.488677,
378,500,-5077.060059,0.375000,46.560794,727.125000,0.000000,0.999807,7.074369,
379,500,-3052.299316,0.125000,46.828075,799.250000,0.000000,0.999717,8.608948,
380,500,0.000000,1.000000,48.516283,207.500000,0.000000,0.000000,0.163457,
381,500,-4409.337402,0.250000,46.718781,829.125000,0.000000,0.999784,8.132751,
382,500,0.000000,0.000000,46.499563,1024.000000,0.000000,0.000000,10.239302,
383,500,-1929.411987,0.500000,47.649626,536.125000,0.000000,0.999813,2.154717,
384,500,0.000000,1.000000,48.873082,220.500000,0.000000,0.000000,0.056422,
385,500,0.000000,0.000000,46.264797,1024.000000,0.000000,0.000000,10.304689,
386,500,-2881.110840,0.125000,46.471938,863.750000,0.000000,0.999717,8.127757,
387,500,0.000000,0.000000,46.205194,1024.000000,0.000000,0.000000,9.918098,
388,500,0.000000,1.000000,48.308238,121.125000,0.000000,0.000000,0.165691,
389,500,-4187.990234,0.250000,46.919242,829.875000,0.000000,0.999784,7.781796,
390,500,-3508.770752,0.875000,48.002462,406.500000,0.000000,0.999717,1.509988,
391,500,0.000000,1.000000,48.655412,192.750000,0.000000,0.000000,0.076037,
392,500,0.000000,0.000000,48.828447,161.500000,0.000000,0.000000,0.295692,
393,500,-2559.542969,0.125000,46.726423,966.000000,0.000000,0.999717,7.238003,
394,500,-4470.870117,0.750000,47.375202,465.500000,0.000000,0.999784,3.013148,
395,500,-3555.146729,0.875000,47.933065,488.250000,0.000000,0.999717,1.534266,
396,500,0.000000,0.000000,46.574134,1024.000000,0.000000,0.000000,10.836944,
397,500,-3838.500000,0.375000,47.157275,638.125000,0.000000,0.999807,5.342119,
398,500,-4733.710938,0.750000,47.593628,649.750000,0.000000,0.999784,3.004965,
399,500,0.000000,0.000000,48.299571,505.000000,0.000000,0.000000,0.068709,
400,500,0.000000,1.000000,48.797097,365.500000,0.000000,0.000000,0.086362,38.0
401,500,0.000000,0.000000,43.467197,1024.000000,0.000000,0.000000,11.117053,
402,500,0.000000,0.000000,46.581361,1024.000000,0.000000,0.000000,9.189082,
403,500,0.000000,0.000000,47.706670,510.500000,0.000000,0.000000,0.995925,
404,500,0.000000,1.000000,48.553607,355.000000,0.000000,0.000000,0.046911,
405,500,0.000000,0.000000,46.528941,1024.000000,0.000000,0.000000,11.059854,
406,500,0.000000,0.000000,47.126683,572.125000,0.000000,0.000000,3.709812,
407,500,-1337.391846,0.125000,46.867618,699.375000,0.000000,0.999717,3.798174,
408,500,0.000000,0.000000,46.598993,1024.000000,0.000000,0.000000,9.849058,
409,500,0.778046,0.625000,48.406938,477.500000,0.000000,0.999807,0.055351,
410,500,0.000000,0.000000,46.532986,1024.000000,0.000000,0.000000,6.594432,
411,500,0.000000,0.000000,46.522581,843.750000,0.000000,0.000000,7.904257,
412,500,0.000000,0.000000,48.687852,226.000000,0.000000,0.000000,0.114143,
413,500,-4204.323242,0.250000,46.453536,818.750000,0.000000,0.999784,7.812908,
414,500,0.000000,0.000000,40.791024,838.000000,0.000000,0.000000,6.619862,
415,500,-2369.068604,0.125000,46.697228,852.750000,0.000000,0.999717,6.672382,
416,500,0.000000,0.000000,46.412940,1024.000000,0.000000,0.000000,10.388134,
417,500,0.422838,0.750000,48.549647,269.250000,0.000000,0.999784,0.115114,
418,500,0.307843,0.875000,48.824717,255.625000,0.000000,0.999717,0.096784,
419,500,0.000000,1.000000,48.666597,356.125000,0.000000,0.000000,0.066986,
420,500,0.000000,0.000000,43.658682,1024.000000,0.000000,0.000000,10.480768,
421,500,-2466.640137,0.500000,47.372324,482.000000,0.000000,0.999813,2.687135,
422,500,-2869.829590,0.625000,47.115493,542.250000,0.000000,0.999807,2.545841,
423,500,0.000000,0.000000,47.543237,578.000000,0.000000,0.000000,0.124438,
424,500,0.000000,1.000000,48.262377,124.375000,0.000000,0.000000,0.068311,
425,500,0.000000,1.000000,48.548441,257.000000,0.000000,0.000000,0.040932,
426,500,0.000000,0.000000,46.628013,852.750000,0.000000,0.000000,7.995749,
427,500,0.000000,1.000000,48.728808,278.375000,0.000000,0.000000,0.091155,
428,500,-692.938293,0.375000,47.617890,485.000000,0.000000,0.999807,1.025677,
429,500,-3296.055420,0.875000,47.620904,349.375000,0.000000,0.999717,1.496837,
430,500,-2449.129639,0.875000,47.957720,508.250000,0.000000,0.999717,1.033560,
431,500,-2219.676758,0.500000,47.488637,512.875000,0.000000,0.999813,2.428468,
432,500,-3115.123779,0.875000,47.892060,471.750000,0.000000,0.999717,1.403249,
433,500,-1701.177979,0.500000,46.943552,709.250000,0.000000,0.999813,1.851712,
434,500,-3898.187256,0.625000,47.029940,700.375000,0.000000,0.999807,3.244653,
435,500,0.000000,0.000000,41.619347,1024.000000,0.000000,0.000000,11.231680,
436,500,0.000000,1.000000,48.603793,220.000000,0.000000,0.000000,0.058361,
437,500,0.000000,0.000000,46.904603,792.875000,0.000000,0.000000,4.357537,
438,500,0.000000,0.000000,46.542395,1024.000000,0.000000,0.000000,5.940939,
439,500,0.000000,0.000000,45.885746,804.125000,0.000000,0.000000,6.428907,
440,500,0.000000,1.000000,48.620684,374.750000,0.000000,0.000000,0.071246,
441,500,0.000000,1.000000,48.724201,321.375000,0.000000,0.000000,0.056156,
442,500,-4144.997559,0.750000,47.499242,476.125000,0.000000,0.999784,2.594309,
443,500,0.000000,1.000000,48.558751,386.875000,0.000000,0.000000,0.128811,
444,500,-1506.153687,0.125000,46.557254,938.750000,0.000000,0.999717,4.252850,
445,500,0.000000,0.000000,46.779906,742.875000,0.000000,0.000000,6.143192,
446,500,-4672.191895,0.250000,46.843937,833.500000,0.000000,0.999784,8.574308,
447,500,0.000000,1.000000,48.973884,335.000000,0.000000,0.000000,0.108401,
448,500,0.000000,0.000000,47.924082,609.875000,0.000000,0.000000,0.135986,
449,500,0.000000,1.000000,48.707214,204.000000,0.000000,0.000000,0.039234,
450,500,-3261.620117,0.875000,47.486386,312.250000,0.000000,0.999717,1.434287,33.6
451,500,-3835.376953,0.375000,46.853106,648.125000,0.000000,0.999807,5.348285,
452,500,0.000000,0.000000,48.577365,297.625000,0.000000,0.000000,0.089722,
453,500,-3482.731201,0.875000,48.152460,436.625000,0.000000,0.999717,1.464326,
454,500,0.000000,0.000000,46.383256,1024.000000,0.000000,0.000000,9.845387,
455,500,0.000000,0.000000,46.838758,767.000000,0.000000,0.000000,6.392706,
456,500,0.000000,0.000000,45.774284,896.750000,0.000000,0.000000,10.263884,
457,500,0.000000,0.000000,45.472529,1024.000000,0.000000,0.000000,10.633304,
458,500,-824.343506,0.125000,47.444821,567.750000,0.000000,0.999717,2.438582,
459,500,0.000000,0.000000,46.804202,815.000000,0.000000,0.000000,6.283755,
460,500,0.000000,0.000000,46.510752,1024.000000,0.000000,0.000000,9.975756,
461,500,1.297939,0.875000,45.876501,56.000000,0.000000,0.999717,0.121584,
462,500,-3659.832031,0.375000,46.773448,783.750000,0.000000,0.999807,5.031494,
463,500,-5114.167480,0.625000,47.211779,532.000000,0.000000,0.999807,4.286774,
464,500,0.000000,0.000000,48.594406,352.625000,0.000000,0.000000,0.112030,
465,500,0.000000,1.000000,48.487480,253.500000,0.000000,0.000000,0.075010,
466,500,-2734.059326,0.125000,46.469626,923.000000,0.000000,0.999717,7.715983,
467,500,0.000000,1.000000,48.227099,118.000000,0.000000,0.000000,0.084584,
468,500,0.000000,0.000000,46.535649,1024.000000,0.000000,0.000000,10.781963,
469,500,-4451.868164,0.750000,47.642225,534.125000,0.000000,0.999784,2.811438,
470,500,-3506.530273,0.125000,46.723972,964.500000,0.000000,0.999717,9.787691,
471,500,-4490.555176,0.750000,47.519516,560.500000,0.000000,0.999784,2.786250,
472,500,-1413.116699,0.125000,47.085237,578.875000,0.000000,0.999717,4.042933,
473,500,0.000000,1.000000,48.513524,430.000000,0.000000,0.000000,0.035627,
474,500,0.000000,0.000000,46.961193,655.250000,0.000000,0.000000,3.478817,
475,500,3.252845,0.500000,48.723822,291.375000,0.000000,0.999813,0.096235,
476,500,0.000000,1.000000,48.901493,279.000000,0.000000,0.000000,0.060672,
477,500,-2725.062500,0.125000,46.836075,962.250000,0.000000,0.999717,7.635003,
478,500,-3977.012451,0.375000,46.953762,772.125000,0.000000,0.999807,5.452072,
479,500,0.000000,1.000000,48.754534,224.000000,0.000000,0.000000,0.086959,
480,500,0.000000,1.000000,47.910982,529.000000,0.000000,0.000000,0.034081,
481,500,0.256968,0.250000,48.987546,203.000000,0.000000,0.999784,0.152834,
482,500,0.000000,1.000000,48.646581,340.500000,0.000000,0.000000,0.066014,
483,500,0.000000,1.000000,48.531568,270.625000,0.000000,0.000000,0.122217,
484,500,0.000000,1.000000,48.306666,215.000000,0.000000,0.000000,0.097443,
485,500,0.000000,0.000000,41.391439,1024.000000,0.000000,0.000000,11.267288,
486,500,0.000000,1.000000,48.680928,250.000000,0.000000,0.000000,0.052589,
487,500,-1.076199,0.750000,48.730475,326.375000,0.000000,0.999784,0.136865,
488,500,0.000000,0.000000,46.345588,843.000000,0.000000,0.000000,6.296855,
489,500,0.000000,1.000000,48.847922,184.750000,0.000000,0.000000,0.084225,
490,500,0.741757,0.375000,48.599932,380.125000,0.000000,0.999807,0.046366,
491,500,0.000000,1.000000,48.534547,182.000000,0.000000,0.000000,0.051554,
492,500,0.000000,1.000000,48.623357,351.625000,0.000000,0.000000,0.051474,
493,500,0.000000,0.000000,46.553912,1024.000000,0.000000,0.000000,8.170142,
494,500,0.000000,0.000000,46.586687,1024.000000,0.000000,0.000000,10.694727,
495,500,0.000000,0.000000,47.265025,620.250000,0.000000,0.000000,2.996022,
496,500,0.000000,1.000000,48.635885,242.000000,0.000000,0.000000,0.059132,
497,500,0.000000,1.000000,48.711418,342.250000,0.000000,0.000000,0.065252,
498,500,0.000000,0.000000,46.741956,856.500000,0.000000,0.000000,6.226794,
499,500,0.000000,1.000000,48.370399,237.000000,0.000000,0.000000,0.035155,
500,500,-916.814636,0.125000,46.833696,762.250000,0.000000,0.999717,2.614523,33.0
